,org:group,concept:instance,org:resource,concept:name,time:timestamp,lifecycle:transition,case:startdate,case:responsible,case:enddate_planned,case:department,case:group,case:concept:name,case:deadline,case:channel,case:enddate
91,Group 4,task-53047,Resource21,T12 Check document X request unlicensed,2012-01-18 09:49:09.359000+01:00,complete,2011-10-17 01:06:40.020000+02:00,Resource21,2011-12-12 01:06:40.010000+01:00,General,Group 2,case-10071,2011-12-12 01:06:40+01:00,Internet,2012-01-18 09:50:57.856000+01:00
92,Group 3,task-53049,Resource21,T14 Determine document X request unlicensed,2012-01-18 09:49:44.753000+01:00,complete,2011-10-17 01:06:40.020000+02:00,Resource21,2011-12-12 01:06:40.010000+01:00,General,Group 2,case-10071,2011-12-12 01:06:40+01:00,Internet,2012-01-18 09:50:57.856000+01:00
93,Group 2,task-53051,Resource21,T15 Print document X request unlicensed,2012-01-18 09:50:57.577000+01:00,complete,2011-10-17 01:06:40.020000+02:00,Resource21,2011-12-12 01:06:40.010000+01:00,General,Group 2,case-10071,2011-12-12 01:06:40+01:00,Internet,2012-01-18 09:50:57.856000+01:00
94,EMPTY,task-43796,Resource02,Confirmation of receipt,2011-10-31 11:09:14.275000+01:00,complete,2011-10-16 01:06:40.020000+02:00,admin1,2011-12-11 01:06:40.010000+01:00,General,,case-10072,2011-12-11 01:06:40+01:00,Internet,2011-12-07 15:03:44.321000+01:00
95,Group 4,task-45103,Resource02,T02 Check confirmation of receipt,2011-10-31 11:10:03.929000+01:00,complete,2011-10-16 01:06:40.020000+02:00,admin1,2011-12-11 01:06:40.010000+01:00,General,,case-10072,2011-12-11 01:06:40+01:00,Internet,2011-12-07 15:03:44.321000+01:00
96,Group 3,task-45105,Resource02,T04 Determine confirmation of receipt,2011-10-31 11:10:37.260000+01:00,complete,2011-10-16 01:06:40.020000+02:00,admin1,2011-12-11 01:06:40.010000+01:00,General,,case-10072,2011-12-11 01:06:40+01:00,Internet,2011-12-07 15:03:44.321000+01:00
97,Group 2,task-45106,Resource02,T05 Print and send confirmation of receipt,2011-10-31 11:10:54.423000+01:00,complete,2011-10-16 01:06:40.020000+02:00,admin1,2011-12-11 01:06:40.010000+01:00,General,,case-10072,2011-12-11 01:06:40+01:00,Internet,2011-12-07 15:03:44.321000+01:00
98,Group 1,task-45104,Resource02,T06 Determine necessity of stop advice,2011-10-31 11:36:38.174000+01:00,complete,2011-10-16 01:06:40.020000+02:00,admin1,2011-12-11 01:06:40.010000+01:00,General,,case-10072,2011-12-11 01:06:40+01:00,Internet,2011-12-07 15:03:44.321000+01:00
99,Group 1,task-45129,Resource02,T10 Determine necessity to stop indication,2011-10-31 11:37:11.319000+01:00,complete,2011-10-16 01:06:40.020000+02:00,admin1,2011-12-11 01:06:40.010000+01:00,General,,case-10072,2011-12-11 01:06:40+01:00,Internet,2011-12-07 15:03:44.321000+01:00
100,EMPTY,task-43868,Resource22,Confirmation of receipt,2011-11-29 14:28:08.930000+01:00,complete,2011-10-17 01:06:40.020000+02:00,Resource22,2012-01-23 00:00:00.010000+01:00,General,Group 5,case-10073,2012-01-23 00:00:00+01:00,Internet,
101,Group 4,task-48486,Resource22,T02 Check confirmation of receipt,2011-11-29 14:40:03.247000+01:00,complete,2011-10-17 01:06:40.020000+02:00,Resource22,2012-01-23 00:00:00.010000+01:00,General,Group 5,case-10073,2012-01-23 00:00:00+01:00,Internet,
102,Group 3,task-48490,Resource22,T04 Determine confirmation of receipt,2011-11-29 14:40:32.371000+01:00,complete,2011-10-17 01:06:40.020000+02:00,Resource22,2012-01-23 00:00:00.010000+01:00,General,Group 5,case-10073,2012-01-23 00:00:00+01:00,Internet,
103,Group 2,task-48491,Resource22,T05 Print and send confirmation of receipt,2011-11-29 14:41:12.227000+01:00,complete,2011-10-17 01:06:40.020000+02:00,Resource22,2012-01-23 00:00:00.010000+01:00,General,Group 5,case-10073,2012-01-23 00:00:00+01:00,Internet,
104,Group 1,task-48487,Resource22,T06 Determine necessity of stop advice,2011-11-29 14:42:10.340000+01:00,complete,2011-10-17 01:06:40.020000+02:00,Resource22,2012-01-23 00:00:00.010000+01:00,General,Group 5,case-10073,2012-01-23 00:00:00+01:00,Internet,
105,Group 13,task-48493,Resource22,T07-1 Draft intern advice aspect 1,2011-11-30 10:53:50.203000+01:00,complete,2011-10-17 01:06:40.020000+02:00,Resource22,2012-01-23 00:00:00.010000+01:00,General,Group 5,case-10073,2012-01-23 00:00:00+01:00,Internet,
106,Group 1,task-48492,Resource22,T08 Draft and send request for advice,2011-11-30 10:54:46.581000+01:00,complete,2011-10-17 01:06:40.020000+02:00,Resource22,2012-01-23 00:00:00.010000+01:00,General,Group 5,case-10073,2012-01-23 00:00:00+01:00,Internet,
107,Group 1,task-48562,Resource22,T09-1 Process or receive external advice from party 1,2011-11-30 11:02:33.530000+01:00,complete,2011-10-17 01:06:40.020000+02:00,Resource22,2012-01-23 00:00:00.010000+01:00,General,Group 5,case-10073,2012-01-23 00:00:00+01:00,Internet,
108,Group 1,task-48563,Resource22,T06 Determine necessity of stop advice,2011-11-30 11:04:28.307000+01:00,complete,2011-10-17 01:06:40.020000+02:00,Resource22,2012-01-23 00:00:00.010000+01:00,General,Group 5,case-10073,2012-01-23 00:00:00+01:00,Internet,
109,Group 1,task-48564,Resource22,T10 Determine necessity to stop indication,2011-11-30 11:05:12.807000+01:00,complete,2011-10-17 01:06:40.020000+02:00,Resource22,2012-01-23 00:00:00.010000+01:00,General,Group 5,case-10073,2012-01-23 00:00:00+01:00,Internet,
110,Group 1,task-43984,admin2,Confirmation of receipt,2011-10-20 11:57:52.783000+02:00,complete,2011-10-17 15:45:00.878000+02:00,admin3,2012-01-03 14:45:00.878000+01:00,Customer contact,,case-10075,2012-01-03 14:45:00.878000+01:00,Internet,2011-10-20 11:57:51.715000+02:00
111,EMPTY,task-43905,Resource03,Confirmation of receipt,2011-10-24 15:57:27.372000+02:00,complete,2011-10-18 01:06:40.020000+02:00,Resource11,2011-12-13 01:06:40.010000+01:00,General,Group 8,case-10087,2011-12-13 01:06:40+01:00,Internet,2011-12-21 00:00:00.010000+01:00
112,Group 4,task-44298,Resource03,T02 Check confirmation of receipt,2011-10-24 15:57:45.747000+02:00,complete,2011-10-18 01:06:40.020000+02:00,Resource11,2011-12-13 01:06:40.010000+01:00,General,Group 8,case-10087,2011-12-13 01:06:40+01:00,Internet,2011-12-21 00:00:00.010000+01:00
113,Group 3,task-44300,Resource03,T04 Determine confirmation of receipt,2011-10-24 15:58:02.043000+02:00,complete,2011-10-18 01:06:40.020000+02:00,Resource11,2011-12-13 01:06:40.010000+01:00,General,Group 8,case-10087,2011-12-13 01:06:40+01:00,Internet,2011-12-21 00:00:00.010000+01:00
114,Group 2,task-44301,Resource03,T05 Print and send confirmation of receipt,2011-10-24 15:58:19.298000+02:00,complete,2011-10-18 01:06:40.020000+02:00,Resource11,2011-12-13 01:06:40.010000+01:00,General,Group 8,case-10087,2011-12-13 01:06:40+01:00,Internet,2011-12-21 00:00:00.010000+01:00
115,Group 1,task-44299,Resource03,T06 Determine necessity of stop advice,2011-10-24 15:58:34.305000+02:00,complete,2011-10-18 01:06:40.020000+02:00,Resource11,2011-12-13 01:06:40.010000+01:00,General,Group 8,case-10087,2011-12-13 01:06:40+01:00,Internet,2011-12-21 00:00:00.010000+01:00
116,Group 1,task-44302,Resource03,T10 Determine necessity to stop indication,2011-10-24 15:58:55.006000+02:00,complete,2011-10-18 01:06:40.020000+02:00,Resource11,2011-12-13 01:06:40.010000+01:00,General,Group 8,case-10087,2011-12-13 01:06:40+01:00,Internet,2011-12-21 00:00:00.010000+01:00
117,Group 1,task-43627,Resource20,Confirmation of receipt,2011-10-18 16:12:35.899000+02:00,complete,2011-10-14 01:06:40.020000+02:00,Resource20,2011-12-09 01:06:40.010000+01:00,General,Group 2,case-10089,2011-12-09 01:06:40+01:00,Internet,2011-10-24 12:02:19.895000+02:00
118,EMPTY,task-43748,Resource20,T02 Check confirmation of receipt,2011-10-18 16:14:00.020000+02:00,complete,2011-10-14 01:06:40.020000+02:00,Resource20,2011-12-09 01:06:40.010000+01:00,General,Group 2,case-10089,2011-12-09 01:06:40+01:00,Internet,2011-10-24 12:02:19.895000+02:00
119,EMPTY,task-43751,Resource20,T04 Determine confirmation of receipt,2011-10-18 16:14:55.271000+02:00,complete,2011-10-14 01:06:40.020000+02:00,Resource20,2011-12-09 01:06:40.010000+01:00,General,Group 2,case-10089,2011-12-09 01:06:40+01:00,Internet,2011-10-24 12:02:19.895000+02:00
120,Group 2,task-43755,Resource20,T05 Print and send confirmation of receipt,2011-10-18 16:15:26.326000+02:00,complete,2011-10-14 01:06:40.020000+02:00,Resource20,2011-12-09 01:06:40.010000+01:00,General,Group 2,case-10089,2011-12-09 01:06:40+01:00,Internet,2011-10-24 12:02:19.895000+02:00
121,Group 1,task-43749,Resource20,T06 Determine necessity of stop advice,2011-10-18 16:16:01.203000+02:00,complete,2011-10-14 01:06:40.020000+02:00,Resource20,2011-12-09 01:06:40.010000+01:00,General,Group 2,case-10089,2011-12-09 01:06:40+01:00,Internet,2011-10-24 12:02:19.895000+02:00
122,Group 1,task-43759,Resource20,T10 Determine necessity to stop indication,2011-10-18 16:16:30.526000+02:00,complete,2011-10-14 01:06:40.020000+02:00,Resource20,2011-12-09 01:06:40.010000+01:00,General,Group 2,case-10089,2011-12-09 01:06:40+01:00,Internet,2011-10-24 12:02:19.895000+02:00
123,Group 1,task-43760,admin2,T11 Create document X request unlicensed,2011-10-24 12:02:20.931000+02:00,complete,2011-10-14 01:06:40.020000+02:00,Resource20,2011-12-09 01:06:40.010000+01:00,General,Group 2,case-10089,2011-12-09 01:06:40+01:00,Internet,2011-10-24 12:02:19.895000+02:00
124,EMPTY,task-43906,Resource03,Confirmation of receipt,2011-10-24 16:25:16.886000+02:00,complete,2011-10-18 01:06:40.020000+02:00,Resource01,2011-12-13 01:06:40.010000+01:00,General,Group 8,case-10090,2011-12-13 01:06:40+01:00,Internet,2011-12-23 10:15:43.378000+01:00
125,Group 4,task-44319,Resource03,T02 Check confirmation of receipt,2011-10-24 16:25:48.093000+02:00,complete,2011-10-18 01:06:40.020000+02:00,Resource01,2011-12-13 01:06:40.010000+01:00,General,Group 8,case-10090,2011-12-13 01:06:40+01:00,Internet,2011-12-23 10:15:43.378000+01:00
126,Group 3,task-44321,Resource03,T04 Determine confirmation of receipt,2011-10-24 16:26:08.810000+02:00,complete,2011-10-18 01:06:40.020000+02:00,Resource01,2011-12-13 01:06:40.010000+01:00,General,Group 8,case-10090,2011-12-13 01:06:40+01:00,Internet,2011-12-23 10:15:43.378000+01:00
127,Group 2,task-44322,Resource03,T05 Print and send confirmation of receipt,2011-10-24 16:26:35.495000+02:00,complete,2011-10-18 01:06:40.020000+02:00,Resource01,2011-12-13 01:06:40.010000+01:00,General,Group 8,case-10090,2011-12-13 01:06:40+01:00,Internet,2011-12-23 10:15:43.378000+01:00
128,Group 1,task-44320,Resource03,T06 Determine necessity of stop advice,2011-10-24 16:27:22.161000+02:00,complete,2011-10-18 01:06:40.020000+02:00,Resource01,2011-12-13 01:06:40.010000+01:00,General,Group 8,case-10090,2011-12-13 01:06:40+01:00,Internet,2011-12-23 10:15:43.378000+01:00
129,Group 1,task-44323,Resource03,T10 Determine necessity to stop indication,2011-10-24 16:27:44.390000+02:00,complete,2011-10-18 01:06:40.020000+02:00,Resource01,2011-12-13 01:06:40.010000+01:00,General,Group 8,case-10090,2011-12-13 01:06:40+01:00,Internet,2011-12-23 10:15:43.378000+01:00
130,EMPTY,task-43907,Resource03,Confirmation of receipt,2011-10-25 15:07:27.732000+02:00,complete,2011-10-18 01:06:40.020000+02:00,Resource11,2011-12-13 01:06:40.010000+01:00,General,Group 8,case-10094,2011-12-13 01:06:40+01:00,Internet,2011-11-23 09:10:27.977000+01:00
131,Group 4,task-44511,Resource03,T02 Check confirmation of receipt,2011-10-25 15:07:50.830000+02:00,complete,2011-10-18 01:06:40.020000+02:00,Resource11,2011-12-13 01:06:40.010000+01:00,General,Group 8,case-10094,2011-12-13 01:06:40+01:00,Internet,2011-11-23 09:10:27.977000+01:00
132,Group 3,task-44513,Resource03,T04 Determine confirmation of receipt,2011-10-25 15:08:07.876000+02:00,complete,2011-10-18 01:06:40.020000+02:00,Resource11,2011-12-13 01:06:40.010000+01:00,General,Group 8,case-10094,2011-12-13 01:06:40+01:00,Internet,2011-11-23 09:10:27.977000+01:00
133,Group 2,task-44514,Resource03,T05 Print and send confirmation of receipt,2011-10-25 15:08:27.483000+02:00,complete,2011-10-18 01:06:40.020000+02:00,Resource11,2011-12-13 01:06:40.010000+01:00,General,Group 8,case-10094,2011-12-13 01:06:40+01:00,Internet,2011-11-23 09:10:27.977000+01:00
134,Group 1,task-44512,Resource03,T06 Determine necessity of stop advice,2011-10-25 15:08:48.537000+02:00,complete,2011-10-18 01:06:40.020000+02:00,Resource11,2011-12-13 01:06:40.010000+01:00,General,Group 8,case-10094,2011-12-13 01:06:40+01:00,Internet,2011-11-23 09:10:27.977000+01:00
135,Group 1,task-44515,Resource03,T10 Determine necessity to stop indication,2011-10-25 15:09:15.981000+02:00,complete,2011-10-18 01:06:40.020000+02:00,Resource11,2011-12-13 01:06:40.010000+01:00,General,Group 8,case-10094,2011-12-13 01:06:40+01:00,Internet,2011-11-23 09:10:27.977000+01:00
136,EMPTY,task-44056,admin2,Confirmation of receipt,2011-11-14 09:26:07.385000+01:00,complete,2011-10-18 01:06:40.020000+02:00,Resource05,2011-12-13 01:06:40.010000+01:00,General,Group 5,case-10095,2011-12-13 01:06:40+01:00,Internet,2011-11-11 00:00:00.010000+01:00
137,EMPTY,task-44006,Resource03,Confirmation of receipt,2011-10-25 16:06:58.586000+02:00,complete,2011-10-18 01:06:40.020000+02:00,Resource11,2011-12-13 01:06:40.010000+01:00,General,Group 8,case-10098,2011-12-13 01:06:40+01:00,Internet,2011-11-21 10:55:59.502000+01:00
138,Group 4,task-44538,Resource03,T02 Check confirmation of receipt,2011-10-25 16:07:20.077000+02:00,complete,2011-10-18 01:06:40.020000+02:00,Resource11,2011-12-13 01:06:40.010000+01:00,General,Group 8,case-10098,2011-12-13 01:06:40+01:00,Internet,2011-11-21 10:55:59.502000+01:00
139,Group 3,task-44540,Resource03,T04 Determine confirmation of receipt,2011-10-25 16:07:48.289000+02:00,complete,2011-10-18 01:06:40.020000+02:00,Resource11,2011-12-13 01:06:40.010000+01:00,General,Group 8,case-10098,2011-12-13 01:06:40+01:00,Internet,2011-11-21 10:55:59.502000+01:00
140,Group 2,task-44541,Resource03,T05 Print and send confirmation of receipt,2011-10-25 16:08:23.484000+02:00,complete,2011-10-18 01:06:40.020000+02:00,Resource11,2011-12-13 01:06:40.010000+01:00,General,Group 8,case-10098,2011-12-13 01:06:40+01:00,Internet,2011-11-21 10:55:59.502000+01:00
141,Group 1,task-44539,Resource03,T06 Determine necessity of stop advice,2011-10-25 16:08:54.842000+02:00,complete,2011-10-18 01:06:40.020000+02:00,Resource11,2011-12-13 01:06:40.010000+01:00,General,Group 8,case-10098,2011-12-13 01:06:40+01:00,Internet,2011-11-21 10:55:59.502000+01:00
142,Group 1,task-44542,Resource03,T10 Determine necessity to stop indication,2011-10-25 16:09:21.982000+02:00,complete,2011-10-18 01:06:40.020000+02:00,Resource11,2011-12-13 01:06:40.010000+01:00,General,Group 8,case-10098,2011-12-13 01:06:40+01:00,Internet,2011-11-21 10:55:59.502000+01:00
143,EMPTY,task-44008,Resource03,Confirmation of receipt,2011-10-26 09:04:38.421000+02:00,complete,2011-10-18 01:06:40.020000+02:00,Resource11,2011-12-13 01:06:40.010000+01:00,General,Group 8,case-10099,2011-12-13 01:06:40+01:00,Internet,2011-11-23 09:18:38.635000+01:00
144,Group 4,task-44588,Resource03,T02 Check confirmation of receipt,2011-10-26 09:04:58.466000+02:00,complete,2011-10-18 01:06:40.020000+02:00,Resource11,2011-12-13 01:06:40.010000+01:00,General,Group 8,case-10099,2011-12-13 01:06:40+01:00,Internet,2011-11-23 09:18:38.635000+01:00
145,Group 3,task-44590,Resource03,T04 Determine confirmation of receipt,2011-10-26 09:05:15.074000+02:00,complete,2011-10-18 01:06:40.020000+02:00,Resource11,2011-12-13 01:06:40.010000+01:00,General,Group 8,case-10099,2011-12-13 01:06:40+01:00,Internet,2011-11-23 09:18:38.635000+01:00
146,Group 2,task-44591,Resource03,T05 Print and send confirmation of receipt,2011-10-26 09:05:29.235000+02:00,complete,2011-10-18 01:06:40.020000+02:00,Resource11,2011-12-13 01:06:40.010000+01:00,General,Group 8,case-10099,2011-12-13 01:06:40+01:00,Internet,2011-11-23 09:18:38.635000+01:00
147,Group 1,task-44589,Resource03,T06 Determine necessity of stop advice,2011-10-26 09:05:43.792000+02:00,complete,2011-10-18 01:06:40.020000+02:00,Resource11,2011-12-13 01:06:40.010000+01:00,General,Group 8,case-10099,2011-12-13 01:06:40+01:00,Internet,2011-11-23 09:18:38.635000+01:00
148,Group 1,task-44592,Resource03,T10 Determine necessity to stop indication,2011-10-26 09:07:16.656000+02:00,complete,2011-10-18 01:06:40.020000+02:00,Resource11,2011-12-13 01:06:40.010000+01:00,General,Group 8,case-10099,2011-12-13 01:06:40+01:00,Internet,2011-11-23 09:18:38.635000+01:00
149,EMPTY,task-44010,Resource03,Confirmation of receipt,2011-10-26 11:44:51.917000+02:00,complete,2011-10-18 01:06:40.020000+02:00,Resource11,2011-12-13 01:06:40.010000+01:00,General,Group 8,case-10101,2011-12-13 01:06:40+01:00,Internet,2011-11-16 14:34:26.165000+01:00
150,Group 4,task-44664,Resource03,T02 Check confirmation of receipt,2011-10-26 11:45:23.672000+02:00,complete,2011-10-18 01:06:40.020000+02:00,Resource11,2011-12-13 01:06:40.010000+01:00,General,Group 8,case-10101,2011-12-13 01:06:40+01:00,Internet,2011-11-16 14:34:26.165000+01:00
151,Group 3,task-44666,Resource03,T04 Determine confirmation of receipt,2011-10-26 11:45:54.899000+02:00,complete,2011-10-18 01:06:40.020000+02:00,Resource11,2011-12-13 01:06:40.010000+01:00,General,Group 8,case-10101,2011-12-13 01:06:40+01:00,Internet,2011-11-16 14:34:26.165000+01:00
152,Group 2,task-44667,Resource03,T05 Print and send confirmation of receipt,2011-10-26 11:46:16.939000+02:00,complete,2011-10-18 01:06:40.020000+02:00,Resource11,2011-12-13 01:06:40.010000+01:00,General,Group 8,case-10101,2011-12-13 01:06:40+01:00,Internet,2011-11-16 14:34:26.165000+01:00
153,Group 1,task-44665,Resource03,T06 Determine necessity of stop advice,2011-10-26 11:46:40.098000+02:00,complete,2011-10-18 01:06:40.020000+02:00,Resource11,2011-12-13 01:06:40.010000+01:00,General,Group 8,case-10101,2011-12-13 01:06:40+01:00,Internet,2011-11-16 14:34:26.165000+01:00
154,Group 1,task-44668,Resource03,T10 Determine necessity to stop indication,2011-10-26 11:47:15.161000+02:00,complete,2011-10-18 01:06:40.020000+02:00,Resource11,2011-12-13 01:06:40.010000+01:00,General,Group 8,case-10101,2011-12-13 01:06:40+01:00,Internet,2011-11-16 14:34:26.165000+01:00
155,EMPTY,task-43717,Resource02,Confirmation of receipt,2011-10-20 11:06:16.081000+02:00,complete,2011-10-18 01:06:40.020000+02:00,Resource02,2012-01-24 01:06:40.010000+01:00,General,Group 5,case-10102,2012-01-24 01:06:40+01:00,Internet,
156,EMPTY,task-43960,Resource02,T02 Check confirmation of receipt,2011-10-27 13:46:27.098000+02:00,complete,2011-10-18 01:06:40.020000+02:00,Resource02,2012-01-24 01:06:40.010000+01:00,General,Group 5,case-10102,2012-01-24 01:06:40+01:00,Internet,
157,Group 3,task-44912,Resource02,T04 Determine confirmation of receipt,2011-10-27 13:46:49.205000+02:00,complete,2011-10-18 01:06:40.020000+02:00,Resource02,2012-01-24 01:06:40.010000+01:00,General,Group 5,case-10102,2012-01-24 01:06:40+01:00,Internet,
158,Group 2,task-44913,admin1,T05 Print and send confirmation of receipt,2011-10-27 15:11:16.295000+02:00,complete,2011-10-18 01:06:40.020000+02:00,Resource02,2012-01-24 01:06:40.010000+01:00,General,Group 5,case-10102,2012-01-24 01:06:40+01:00,Internet,
159,Group 1,task-43961,Resource02,T06 Determine necessity of stop advice,2011-11-17 08:13:20.068000+01:00,complete,2011-10-18 01:06:40.020000+02:00,Resource02,2012-01-24 01:06:40.010000+01:00,General,Group 5,case-10102,2012-01-24 01:06:40+01:00,Internet,
160,Group 1,task-46924,Resource02,T10 Determine necessity to stop indication,2011-11-17 08:14:21.708000+01:00,complete,2011-10-18 01:06:40.020000+02:00,Resource02,2012-01-24 01:06:40.010000+01:00,General,Group 5,case-10102,2012-01-24 01:06:40+01:00,Internet,
